SET 10,SET5 ,,,,Set 5,Set 10,,SET5,SET10
2.4348424999043345,1.2841050999704748,,,,1.2841051,2.4348425,,,
1.3115124000469223,1.6852194000966847,,,,1.6852194,1.3115124,,,
5.0187809999333695,1.8982188999652863,,,,1.8982189,5.018781,,,
4.230963899986818,1.4178448000457138,,,,1.4178448,4.2309639,,,
3.407419699942693,1.4671046000439674,,,,1.4671046,3.4074197,,,
1.4611788999754936,1.8977559998165816,,,,1.897756,1.4611789,,,
2.06911400007084,1.500155600020662,,,,1.5001556,2.069114,,,
1.721787199843675,2.0483081999700516,,,,2.0483082,1.7217872,,,
1.9195514000020921,1.6483863999601454,,,,1.6483864,1.9195514,,,
1.6398861000780016,1.5656262000557035,,,,1.5656262,1.6398861,,,
1.819793000118807,1.2997414998244494,,,,1.2997415,1.819793,,,
1.4362141001038253,1.5518986999522895,,,,1.5518987,1.4362141,,,
1.5223801000975072,1.1750783999450505,,,,1.1750784,1.5223801,,,
1.771700699813664,1.750600399915129,,,,1.7506004,1.7717007,,,
1.075690400088206,1.7333910001907498,,,,1.733391,1.0756904,,,
2.4411514000967145,1.5965537000447512,,,,1.5965537,2.4411514,,,
1.3215925998520106,1.6428718999959528,,,,1.6428719,1.3215926,,,
1.3877923998516053,1.8167461000848562,,,,1.8167461,1.3877924,,,
1.5421245999168605,1.3839771999046206,,,,1.3839772,1.5421246,,,
1.1388554000295699,1.838885399978608,,,,1.8388854,1.1388554,,,
1.403773199999705,1.1426292001269758,,,,1.1426292,1.4037732,,,
1.2887299000285566,1.7693801999557763,,,,1.7693802,1.2887299,,,
1.5213939000386745,1.3321984000504017,,,,1.3321984,1.5213939,,,
1.3205316998064518,1.297648699954152,,,,1.2976487,1.3205317,,,
1.3044517999514937,1.3820669001433998,,,,1.3820669,1.3044518,,,
1.3604313998948783,1.9317948000971228,,,,1.9317948,1.3604314,,,
1.6733822000678629,1.7018146000336856,,,,1.7018146,1.6733822,,,
1.1921320999972522,1.1691059998702258,,,,1.169106,1.1921321,,,
1.389657499967143,1.928741600131616,,,,1.9287416,1.3896575,,,
1.8179612001404166,1.483164699980989,,,,1.4831647,1.8179612,,,
1.0755932999309152,1.885562299983576,,,,1.8855623,1.0755933,,,
2.009871399961412,1.3336255999747664,,,,1.3336256,2.0098714,,,
1.4393517998978496,1.1985655000898987,,,,1.1985655,1.4393518,,,
1.7735554999671876,1.3512900997884572,,,,1.3512901,1.7735555,,,
2.708093099994585,2.044849800178781,,,,2.0448498,2.7080931,,,
1.9940180000849068,1.3165591999422759,,,,1.3165592,1.994018,,,
2.0681036000605673,1.302622300107032,,,,1.3026223,2.0681036,,,
1.2246816998813301,1.2846143001224846,,,,1.2846143,1.2246817,,,
1.610463700024411,1.2369261998683214,,,,1.2369262,1.6104637,,,
1.457061099819839,1.7635740002151579,,,,1.763574,1.4570611,,,
1.3377181000541896,1.2832923999521881,,,,1.2832924,1.3377181,,,
1.756730099907145,1.394728499930352,,,,1.3947285,1.7567301,,,
1.6236992001067847,1.586943400092423,,,,1.5869434,1.6236992,,,
1.3398959001060575,1.8121592998504639,,,,1.8121593,1.3398959,,,
2.2413225998170674,1.2671433999203146,,,,1.2671434,2.2413226,,,
1.3066499999258667,1.9006588000338525,,,,1.9006588,1.30665,,,
1.4344057999551296,1.279154400108382,,,,1.2791544,1.4344058,,,
1.6740720998495817,1.5619538000319153,,,,1.5619538,1.6740721,,,
1.7573763001710176,1.2006601002067327,,,,1.2006601,1.7573763,,,
1.2048277000430971,1.6804054998792708,,,,1.6804055,1.2048277,,,
1.1747893998399377,1.1683554998598993,,,,1.1683555,1.1747894,,,
1.4105502001475543,1.2687490000389516,,,,1.268749,1.4105502,,,
1.3585135999601334,1.2659609999973327,,,,1.265961,1.3585136,,,
1.6049395999871194,1.2522540998179466,,,,1.2522541,1.6049396,,,
1.5690481001511216,1.1507129999808967,,,,1.150713,1.5690481,,,
1.3733564999420196,1.3701895999256521,,,,1.3701896,1.3733565,,,
1.5391647999640554,1.665967300068587,,,,1.6659673,1.5391648,,,
1.6364736999385059,1.3434616001322865,,,,1.3434616,1.6364737,,,
1.537126700161025,1.2136814999394119,,,,1.2136815,1.5371267,,,
1.1064408000092953,1.252624300075695,,,,1.2526243,1.1064408,,,
1.535563400015235,1.3102965001016855,,,,1.3102965,1.5355634,,,
1.9739941000007093,1.6485063000582159,,,,1.6485063,1.9739941,,,
1.7228981000371277,1.429281200049445,,,,1.4292812,1.7228981,,,
1.48975870013237,1.7846629000268877,,,,1.7846629,1.4897587,,,
1.3514607001561671,1.229752599960193,,,,1.2297526,1.3514607,,,
1.356609300011769,1.2492398000322282,,,,1.2492398,1.3566093,,,
1.57969109993428,1.3466096001211554,,,,1.3466096,1.5796911,,,
1.7731035000178963,1.1493724999018013,,,,1.1493725,1.7731035,,,
1.4211153001524508,1.217719699954614,,,,1.2177197,1.4211153,,,
1.0882713000755757,1.4866926001850516,,,,1.4866926,1.0882713,,,
1.0541789999697357,1.1123917000368237,,,,1.1123917,1.054179,,,
1.7213655998930335,1.6487551000900567,,,,1.6487551,1.7213656,,,
1.4567941001150757,1.314631799934432,,,,1.3146318,1.4567941,,,
1.5925206998363137,1.0513683001045138,,,,1.0513683,1.5925207,,,
1.6390257000457495,1.0829642999451607,,,,1.0829643,1.6390257,,,
2.1045679000671953,1.4048593998886645,,,,1.4048594,2.1045679,,,
1.9566739001311362,1.3647613001521677,,,,1.3647613,1.9566739,,,
1.5567954999860376,,,,,,1.5567955,,,
1.5562143998686224,,,,,,1.5562144,,,
1.6196040001232177,,,,,,1.619604,,,
1.5226944999303669,,,,,,1.5226945,,,
1.6922189998440444,,,,,,1.692219,,,
2.024427799973637,,,,,,2.0244278,,,
1.1059373000171036,,,,,,1.1059373,,,
1.7417903998866677,,,,,,1.7417904,,,
1.9852062000427395,,,,,,1.9852062,,,
2.106376799987629,,,,,,2.1063768,,,
1.1881317000370473,,,,,,1.1881317,,,
1.1899958001449704,,,,,,1.1899958,,,
1.189197199884802,,,,,,1.1891972,,,
1.1733745001256466,,,,,,1.1733745,,,
1.9416871999856085,,,,,,1.9416872,,,
1.3555190998595208,,,,,,1.3555191,,,
1.537226599873975,,,,,,1.5372266,,,
1.7420724001713097,,,,,,1.7420724,,,
1.484902499942109,,,,,,1.4849025,,,
